1.274040000000000068e-02 5.798326822206530051e+04 1.962197122306730671e+04
1.772479999999999889e-02 5.888826038221664203e+04 2.216541551785280899e+04
2.269840000000000052e-02 5.712226394308013550e+04 2.255268055340367573e+04
2.773139999999999980e-02 5.380779036172667111e+04 2.163679865171928395e+04
3.268650000000000028e-02 4.977694484913597989e+04 2.011255442963714086e+04
3.763539999999999941e-02 4.550636809102862026e+04 1.834411795509606600e+04
4.256469999999999698e-02 4.125788897122313210e+04 1.651676211034707012e+04
4.760169999999999679e-02 3.723818598531385214e+04 1.476992571480070546e+04
5.263290000000000329e-02 3.359869481159069255e+04 1.318780361808925772e+04
5.759249999999999786e-02 3.037545017453739638e+04 1.179413060168625088e+04
6.257790000000000574e-02 2.760043798998228522e+04 1.059893132056513787e+04
6.756700000000000206e-02 2.521891263010072726e+04 9.574910861522697815e+03
7.257710000000000550e-02 2.320378217326967570e+04 8.706074805676478718e+03
7.756970000000000531e-02 2.148756732929465215e+04 7.959107193474216729e+03
8.254620000000000013e-02 1.999592739609650016e+04 7.300962148188204083e+03
8.753080000000000582e-02 1.865682670870299626e+04 6.705339922866989582e+03
9.255860000000000476e-02 1.743312544838205577e+04 6.162418174233610443e+03
9.755500000000000282e-02 1.630325308683062576e+04 5.669340254922833992e+03
1.025439999999999963e-01 1.525657149300042147e+04 5.223777244040275036e+03
1.075419999999999987e-01 1.429233312345952982e+04 4.824247554300402953e+03
1.125489999999999963e-01 1.341616684783690471e+04 4.470252110160978191e+03
1.175469999999999987e-01 1.261968905361482575e+04 4.153460385719195983e+03
1.225470000000000032e-01 1.189804711988225063e+04 3.867392395313957877e+03
1.275390000000000135e-01 1.124436359563231053e+04 3.607075923910727852e+03
1.325169999999999959e-01 1.065023526482652414e+04 3.367597584341082893e+03
1.375210000000000043e-01 1.010574899687923607e+04 3.144575528682698405e+03
1.425200000000000078e-01 9.609308349386570626e+03 2.939234850698972878e+03
1.475339999999999985e-01 9.152051119356421623e+03 2.750050265409759959e+03
1.525440000000000129e-01 8.727750680992887283e+03 2.575457271985690113e+03
1.575380000000000114e-01 8.335159559427367640e+03 2.413706769805224212e+03
1.625389999999999890e-01 7.971107812774523154e+03 2.261993380129121761e+03
1.675339999999999885e-01 7.631355075318193485e+03 2.117358501023392364e+03
1.725319999999999909e-01 7.314699413326958165e+03 1.979898949409818670e+03
1.775309999999999944e-01 7.020181055721876874e+03 1.850493771699216268e+03
1.825279999999999958e-01 6.745401165520697759e+03 1.729391060740816329e+03
1.875209999999999932e-01 6.488067883867750425e+03 1.616415861810996148e+03
1.925179999999999947e-01 6.247084849923437105e+03 1.510627498385720401e+03
1.975089999999999901e-01 6.020971481006423346e+03 1.410691367819566949e+03
2.025180000000000036e-01 5.808524361493610741e+03 1.315399195216336011e+03
2.075180000000000080e-01 5.607828737172949332e+03 1.223316245133229131e+03
2.125160000000000105e-01 5.417814843376445424e+03 1.133803474081204740e+03
2.175130000000000119e-01 5.238214260079711494e+03 1.046728105873440882e+03
2.225090000000000123e-01 5.068021304374362444e+03 9.616142737703764851e+02
2.275169999999999970e-01 4.906365478165974309e+03 8.780461510503699856e+02
2.325190000000000035e-01 4.752472536583105466e+03 7.957415840006100325e+02
2.375259999999999871e-01 4.605957816588070273e+03 7.147811690579394508e+02
2.425229999999999886e-01 4.466439741665902147e+03 6.352695156210028244e+02
2.475189999999999890e-01 4.333495802143392211e+03 5.572921955658821389e+02
