1.710788730188023474e+05 3.596361229916485609e+05 5.541108723750823410e+05 6.700770743799984921e+05 6.510626119155857014e+05 5.237098756088273367e+05 3.440673240142101422e+05 1.534637124085061660e+05 -1.028941650393270720e+04 -1.181084674992143264e+05 -1.519297852525963972e+05 -1.166801033571850858e+05 -3.311897836608085345e+04 6.681101617755231564e+04 1.493216612376957783e+05 1.883536811619184737e+05 1.791296028604558669e+05 1.319684202386495890e+05 6.291537699044591136e+04 -4.733352997626258002e+03 -5.399927579496277031e+04 -7.903866690823562385e+04 -7.662740122667295509e+04 -5.493372929202343948e+04 -2.590661831466614967e+04 9.637322525907393356e+02 2.086709813173898874e+04 2.988673732875102723e+04 2.668363567463276559e+04 1.584516054846210682e+04 2.748639027208006610e+03 -7.775933650457629483e+03 -1.466567251279304583e+04 -1.809440795309679379e+04 -1.823787037399788460e+04 -1.554859615132572071e+04 -1.123069751878017814e+04 -6.569108248551707220e+03 -2.878200424170828683e+03 -1.233972951179626534e+03 -1.336881529963576668e+03 -2.501109907610723440e+03 -4.057117996552099157e+03 -5.338389479697288152e+03 -5.951862921093029399e+03 -6.019627064343107122e+03 -5.721353236734414168e+03 -5.231787084844723722e+03 5.805315334453158721e+04 1.646400018092973332e+05 2.772616959416665486e+05 3.415912285751551972e+05 3.276419494489383651e+05 2.565296050105276809e+05 1.606920556035237096e+05 6.087767276727136777e+04 -2.413491453376322897e+04 -7.880665832158812555e+04 -9.291680222317978041e+04 -6.892404711682295601e+04 -1.878648886366076476e+04 3.903614049998971313e+04 8.525361733867011208e+04 1.057131014699270163e+05 9.853516887411836069e+04 7.038422030811817967e+04 3.077303902323333023e+04 -7.017018474598439752e+03 -3.357217555453053501e+04 -4.607264776999700553e+04 -4.314249479520327441e+04 -2.967583925657276632e+04 -1.266655499760781095e+04 2.457133797472273272e+03 1.322299657382324222e+04 1.768676094945596560e+04 1.529951580052262034e+04 8.743220686063750691e+03 1.128889623307814645e+03 -4.763641447682495709e+03 -8.409764744174499356e+03 -1.002746493290593935e+04 -9.836116990854150572e+03 -8.175321899142529219e+03 -5.705381880409425321e+03 -3.115298132889689441e+03 -1.111392246740150085e+03 -2.682911660487982317e+02 -4.053509215183443644e+02 -1.129525972327943691e+03 -2.057712708865546574e+03 -2.808045064243025990e+03 -3.157450458786246145e+03 -3.182154004716215240e+03 -2.991806164262406583e+03 -2.693051598497840587e+03
3.596361229916485609e+05 7.627480456942252349e+05 1.182879404966969742e+06 1.440251979284903966e+06 1.410503564114821143e+06 1.145870327932713553e+06 7.650736980880293995e+05 3.566505399728934281e+05 1.439047158564612118e+03 -2.382675983904638852e+05 -3.222142482389935758e+05 -2.585228747690491728e+05 -8.822766179999720771e+04 1.227494808289234497e+05 3.031346826083431370e+05 3.953700258112195879e+05 3.861975962322914274e+05 2.943651448058068636e+05 1.520428469321145967e+05 7.861026691224127717e+03 -1.015343144806895871e+05 -1.616061520790777286e+05 -1.635032968504818855e+05 -1.231223960423469834e+05 -6.448849174534343911e+04 -7.265328818692654750e+03 3.729000014340079360e+04 5.970023822423823731e+04 5.616683804185985355e+04 3.584945887239413423e+04 9.645403137790633991e+03 -1.258553152545914963e+04 -2.824039413987602893e+04 -3.708891437902793405e+04 -3.890333229635042517e+04 -3.420232129896816332e+04 -2.556147925208711240e+04 -1.580629658054785250e+04 -7.818462345077287864e+03 -3.977709766118171501e+03 -3.739922306940780345e+03 -5.741725920999094342e+03 -8.648711244720625473e+03 -1.113536875625106768e+04 -1.240683338695286329e+04 -1.266713787583099111e+04 -1.223228372827496241e+04 -1.140980104365842453e+04 1.209289566704168828e+05 3.481883207450208720e+05 5.911510094089906197e+05 7.341096990814233432e+05 7.103691340876489412e+05 5.622908693134592613e+05 3.589560401058410062e+05 1.450384657818413980e+05 -3.937984761415952380e+04 -1.612054815707483212e+05 -1.977855795382660290e+05 -1.529920180935750541e+05 -5.040615607093273138e+04 7.189299996823129186e+04 1.731917255017431744e+05 2.220861744279382401e+05 2.127764126516354445e+05 1.576215444307341822e+05 7.577919989231387444e+04 -4.952447590176277117e+03 -6.418942360878334875e+04 -9.470592043843971624e+04 -9.242218754649904440e+04 -6.693428616142143437e+04 -3.236918248850688542e+04 -1.304696479441285284e+01 2.426338324361939522e+04 3.564685950722838606e+04 3.241887161028270930e+04 1.996869437543881213e+04 4.635516458771889120e+03 -7.876399175178256883e+03 -1.624825318362797043e+04 -2.060004503621758340e+04 -2.105385875831098747e+04 -1.808034714222693947e+04 -1.310168194372037397e+04 -7.646540036344442342e+03 -3.277024196735481382e+03 -1.276049081705270282e+03 -1.309948113166772828e+03 -2.591446029291306786e+03 -4.351345321004265315e+03 -5.824506778585656321e+03 -6.556643836928345081e+03 -6.678979740343518642e+03 -6.388313251837790631e+03 -5.876168113602837366e+03
5.541108723750823410e+05 1.182879404966969742e+06 1.843234589647564571e+06 2.255488625201268122e+06 2.221404742671898101e+06 1.817130485646918649e+06 1.226681924997691531e+06 5.883602413624507608e+05 2.820560449510700710e+04 -3.564778163180822739e+05 -5.008978147588664433e+05 -4.148085489948489703e+05 -1.582843495458896796e+05 1.684840057083950087e+05 4.552226680761933676e+05 6.097309224402939435e+05 6.076711143772749929e+05 4.744428414227607427e+05 2.578666761416936351e+05 3.267389548367460156e+04 -1.433493763418309973e+05 -2.449999963346013683e+05 -2.560854346439548535e+05 -1.996707060213621298e+05 -1.116181856013574579e+05 -2.202089100419219903e+04 5.029620453507059574e+04 8.914392700592461915e+04 8.745205506845172204e+04 5.884715465692875296e+04 1.974286081322024984e+04 -1.491909503772627977e+04 -4.065098619690522901e+04 -5.636969945218449720e+04 -6.099418605322075018e+04 -5.480549427167193062e+04 -4.186636831819690269e+04 -2.672574103491739152e+04 -1.401331652552622836e+04 -7.576012811472680369e+03 -6.668696402600259717e+03 -9.261638912464764871e+03 -1.336402374767116817e+04 -1.700192614207474253e+04 -1.897453453632941455e+04 -1.953545064309596637e+04 -1.910177505544986707e+04 -1.807974311464932180e+04 1.850415787248115230e+05 5.388248290428878972e+05 9.203459922500482062e+05 1.149556189049917040e+06 1.119389941048832145e+06 8.928044736311569577e+05 5.773174067236081464e+05 2.429577519746160251e+05 -4.787607465088106983e+04 -2.437133161247134558e+05 -3.082202289330970962e+05 -2.457518795690522238e+05 -9.075316262676038605e+04 9.891947471938960371e+04 2.602405982528248278e+05 3.427326418775225757e+05 3.352105683339701500e+05 2.547657452139375964e+05 1.299808471257389174e+05 3.662981362239002920e+03 -9.196670611835720774e+04 -1.441610945960519020e+05 -1.451735736457778839e+05 -1.090187151883299812e+05 -5.686472640798238717e+04 -6.031105219123075585e+03 3.357025758030950965e+04 5.360072620541776269e+04 5.071607868415360281e+04 3.297670217085813056e+04 9.973883953579601439e+03 -9.611438656354055638e+03 -2.346981929824995677e+04 -3.137502059550830745e+04 -3.310300433160630200e+04 -2.908935041981864197e+04 -2.158921118521521203e+04 -1.307984719017807038e+04 -6.087028931362774529e+03 -2.698821792803590142e+03 -2.450653820801284837e+03 -4.162858296843903190e+03 -6.680592624951497783e+03 -8.857072773700825564e+03 -1.000198941151937288e+04 -1.028436522073309425e+04 -9.969738593608994051e+03 -9.316719675769500100e+03
6.700770743799984921e+05 1.440251979284903966e+06 2.255488625201268122e+06 2.774137357802119106e+06 2.747992759159557987e+06 2.263564701633316930e+06 1.544781578986818902e+06 7.613227936903733062e+05 6.751716170659819909e+04 -4.172975817314311280e+05 -6.112701789636419853e+05 -5.226862935709174490e+05 -2.201377748564451758e+05 1.770460723261106468e+05 5.349976722172544105e+05 7.377587420387589373e+05 7.508783294358938001e+05 6.005578874598465627e+05 3.423279951826529577e+05 6.623031136916360992e+04 -1.561993124038262758e+05 -2.908767935338425450e+05 -3.149256142096914700e+05 -2.543456130192300479e+05 -1.509478899115431414e+05 -4.081737760904149036e+04 5.136867687244487752e+04 1.039781187606387393e+05 1.068749583379277756e+05 7.587595315785470302e+04 3.030768452876054289e+04 -1.211338703275753687e+04 -4.533537286339945422e+04 -6.708613173338540946e+04 -7.509362916618636518e+04 -6.901192932591744466e+04 -5.387419061564087315e+04 -3.543478085934365663e+04 -1.953794575671813436e+04 -1.106991566445674653e+04 -9.254280039449302421e+03 -1.173328662901481403e+04 -1.618858968131585061e+04 -2.032647981775811422e+04 -2.272804111230083799e+04 -2.361877264608693076e+04 -2.340969544432429757e+04 -2.250161657305293193e+04 2.221294587384329643e+05 6.545991153515595943e+05 1.125144220354987774e+06 1.413783171993358526e+06 1.385531315852089319e+06 1.113542948652486084e+06 7.292215533732000040e+05 3.187999610886160517e+05 -4.143741152517718001e+04 -2.886484612220031559e+05 -3.770935694570808555e+05 -3.099935070467896876e+05 -1.265702332948999392e+05 1.042937520804964151e+05 3.060478493146387045e+05 4.149957426072734524e+05 4.147236353113659425e+05 3.233718909968445660e+05 1.742718944566097343e+05 1.911482131580961868e+04 -1.021138579593968752e+05 -1.719234484568629705e+05 -1.790612973359832249e+05 -1.394509707998983795e+05 -7.787958683060773183e+04 -1.517653282518413653e+04 3.555130667799225193e+04 6.302426963960262219e+04 6.229014819937613356e+04 4.276301430411123874e+04 1.579397515022007974e+04 -8.275383204380868847e+03 -2.628849718413311712e+04 -3.742784382381115574e+04 -4.087721539809490059e+04 -3.677952514111707569e+04 -2.794387220864658229e+04 -1.752446619328451561e+04 -8.730160929077101173e+03 -4.231083891227822278e+03 -3.531760292773833044e+03 -5.251430305313885583e+03 -8.035294458488931923e+03 -1.054069047968884843e+04 -1.194649819936003587e+04 -1.241277252289490571e+04 -1.221015094701857561e+04 -1.160249801701445722e+04
6.510626119155857014e+05 1.410503564114821143e+06 2.221404742671898101e+06 2.747992759159557987e+06 2.739626311175307259e+06 2.274049971603740938e+06 1.570372242881227983e+06 7.962306978859895607e+05 1.037828795184818737e+05 -3.891538234973979997e+05 -5.992373629486405989e+05 -5.307095623168960446e+05 -2.457325432528354577e+05 1.418857133407583460e+05 5.016736655679036630e+05 7.161923259460997069e+05 7.464457116731882561e+05 6.128311856150819222e+05 3.666292409155132482e+05 9.475526646598373190e+04 -1.316074377667976660e+05 -2.754174046920689289e+05 -3.108349783287843456e+05 -2.609114002021038323e+05 -1.643805035548546584e+05 -5.583236363700701622e+04 3.870675746796727617e+04 9.599939044158425531e+04 1.044507882637041912e+05 7.859929361168624018e+04 3.653414391843134945e+04 -5.019776573568659842e+03 -3.950671736038396193e+04 -6.364296760559466929e+04 -7.414223816693757544e+04 -6.989253332715087163e+04 -5.588508595587059244e+04 -3.795806944137206301e+04 -2.202731052890660794e+04 -1.307217572379534431e+04 -1.048789300889984952e+04 -1.211342982515940093e+04 -1.581684916984826850e+04 -1.949483147791318333e+04 -2.181824805660275160e+04 -2.291163903953465342e+04 -2.306431983252360806e+04 -2.255908278600055564e+04 2.139816220377065474e+05 6.394478961679803906e+05 1.106970340840015793e+06 1.400313048684969079e+06 1.382168911548187723e+06 1.120225095195440110e+06 7.436789735281154281e+05 3.380875695295578917e+05 -2.145232737088118301e+04 -2.732107505922135897e+05 -3.707979710934922914e+05 -3.151312916316389455e+05 -1.416361154687480303e+05 8.402605924484129355e+04 2.872088981560887769e+05 4.031824854444919620e+05 4.128204079123080010e+05 3.309105691316220909e+05 1.883973231699779863e+05 3.530398819137256214e+04 -8.847659795742570714e+04 -1.636886708306903893e+05 -1.773305463937261957e+05 -1.436720327778135543e+05 -8.580108129319900763e+04 -2.375316896797768277e+04 2.853218126932818632e+04 5.880028131233510794e+04 6.123729509086137114e+04 4.456503391384216957e+04 1.947469066037724770e+04 -4.215066502530146863e+03 -2.304226034438888018e+04 -3.560213441584852990e+04 -4.048969564383048419e+04 -3.740795324840649118e+04 -2.915944359355492270e+04 -1.896630251081196911e+04 -1.009871309611551987e+04 -5.296875134202316985e+03 -4.159594987485509591e+03 -5.408912150389086491e+03 -7.787171210537984734e+03 -1.005118123269727221e+04 -1.142544381950840943e+04 -1.201350815697286453e+04 -1.201843873055183030e+04 -1.163859700839682773e+04
5.237098756088273367e+05 1.145870327932713553e+06 1.817130485646918649e+06 2.263564701633316930e+06 2.274049971603740938e+06 1.904747259315102128e+06 1.333423014397393446e+06 6.977346406796110095e+05 1.223421257060213393e+05 -2.960969802888522390e+05 -4.867661975295242737e+05 -4.493292221210770076e+05 -2.293387427266249724e+05 8.383321804936000262e+04 3.849222193740642979e+05 5.748116483133593574e+05 6.166658991469596513e+05 5.218318690547732404e+05 3.288317678267271840e+05 1.068983507393428008e+05 -8.513317836418063962e+04 -2.136139746372372902e+05 -2.541982911778821144e+05 -2.231755458842163789e+05 -1.497392387497044401e+05 -6.117240423015916167e+04 1.960532892133326459e+04 7.174250626251146605e+04 8.419387576443198486e+04 6.778018424286482332e+04 3.630953183122850896e+04 2.696176093737909014e+03 -2.713267005840515412e+04 -4.947252345429966226e+04 -6.061417132759714877e+04 -5.889105981063788931e+04 -4.839730487878101849e+04 -3.405102351686878683e+04 -2.082266601030773745e+04 -1.292801597028190190e+04 -1.003387613184071779e+04 -1.054241806409512901e+04 -1.286980064108501574e+04 -1.545977611880439508e+04 -1.729941710058151875e+04 -1.839412099803829551e+04 -1.886552783954916958e+04 -1.883343224338350774e+04 1.702647033393686870e+05 5.178514456500226515e+05 9.043427751255417243e+05 1.153301407680574339e+06 1.148113162154304096e+06 9.397880395854746457e+05 6.337607358073352370e+05 3.006516838488414069e+05 1.884270695508475455e+03 -2.122033078557086410e+05 -3.023742856683384161e+05 -2.671944000761091011e+05 -1.324993386031761765e+05 5.018402697002639616e+04 2.205971412850866036e+05 3.239024562708145240e+05 3.415679433382397983e+05 2.826494421315700165e+05 1.705655826528777834e+05 4.529001447480257048e+04 -6.010359891415467428e+04 -1.279044535067924153e+05 -1.456141461217938922e+05 -1.234839128067235870e+05 -7.904661348345887382e+04 -2.817524049011323223e+04 1.674867317727342015e+04 4.460524210948979453e+04 4.973042360595789069e+04 3.868868118768044951e+04 1.971050495306902667e+04 4.351625028039926519e+02 -1.596921349412558266e+04 -2.776832099049539829e+04 -3.322616489064813504e+04 -3.166925387979533116e+04 -2.541286395045757672e+04 -1.719227415613475023e+04 -9.776094562102840428e+03 -5.502495126868820989e+03 -4.131292571762169246e+03 -4.704408954213070501e+03 -6.275038944317002461e+03 -7.910631277614304054e+03 -9.013584257953887573e+03 -9.614931575638154754e+03 -9.817335066945417566e+03 -9.721558129511528023e+03
3.440673240142101422e+05 7.650736980880293995e+05 1.226681924997691531e+06 1.544781578986818902e+06 1.570372242881227983e+06 1.333423014397393446e+06 9.523569902109988034e+05 5.206725232282983488e+05 1.227443790137149044e+05 -1.758839874285167607e+05 -3.246299991258219234e+05 -3.192498961301885429e+05 -1.848652453529863851e+05 2.219154472863360934e+04 2.324775435850623762e+05 3.759069108366740402e+05 4.223861937204845017e+05 3.738855974366834853e+05 2.527269646219909191e+05 1.035936652897480235e+05 -3.320613005503571185e+04 -1.314216448891546752e+05 -1.712206865632830304e+05 -1.608375106384626415e+05 -1.172819361760508327e+05 -5.785731379459786694e+04 2.503065030963498714e+02 4.102075008476770745e+04 5.534217888281353225e+04 4.935643170318922057e+04 3.130635890475348060e+04 9.070558412792966919e+03 -1.275374159557280291e+04 -3.058079700751656492e+04 -4.081887195732097462e+04 -4.153496094807035115e+04 -3.549908296842776326e+04 -2.617680512167114284e+04 -1.705697781056652093e+04 -1.113212665086802008e+04 -8.350199047944564882e+03 -7.816089306563074388e+03 -8.633639734179911102e+03 -9.929739404261679738e+03 -1.110141544891131343e+04 -1.204969757404182383e+04 -1.273414955012530663e+04 -1.311679923708514252e+04 1.098418631251645420e+05 3.440143131270667072e+05 6.092394687391527696e+05 7.869016673828044441e+05 7.937141780782468850e+05 6.594491747382887406e+05 4.550027023756231065e+05 2.287315637613830913e+05 2.210632014343027913e+04 -1.310624397486789094e+05 -2.029381099195710558e+05 -1.902502858116354037e+05 -1.071004633284142183e+05 1.407487518563003505e+04 1.334884894786197692e+05 2.121534925549633626e+05 2.345025101630036661e+05 2.034066800137384853e+05 1.326369935503180022e+05 4.813169735789915285e+04 -2.734440651684602562e+04 -7.976516869769166806e+04 -9.871984625407644489e+04 -8.959740777478640666e+04 -6.276595738883886224e+04 -2.836975800730095216e+04 4.202014837509113022e+03 2.628575371051287948e+04 3.309350151835165161e+04 2.843703421907719894e+04 1.730938980775723394e+04 4.436486129310664182e+03 -7.687541878190799252e+03 -1.726788229553207202e+04 -2.250697722864820025e+04 -2.249019369294974240e+04 -1.880160068497957036e+04 -1.339039291244274500e+04 -8.221828383222604316e+03 -4.974444029712981319e+03 -3.580367515324070609e+03 -3.487300257368369785e+03 -4.144841161037797065e+03 -5.014772699876682964e+03 -5.733782259165671348e+03 -6.265697684907802795e+03 -6.612178320053094467e+03 -6.775674515739921844e+03
1.534637124085061660e+05 3.566505399728934281e+05 5.883602413624507608e+05 7.613227936903733062e+05 7.962306978859895607e+05 6.977346406796110095e+05 5.206725232282983488e+05 3.106160607653357438e+05 1.083414107359102927e+05 -5.439333203010673606e+04 -1.500687036274673883e+05 -1.718688082824999874e+05 -1.250132744941525307e+05 -3.153885657840168278e+04 7.739940676198940491e+04 1.645209004631906282e+05 2.090970679958484834e+05 2.051106729782062175e+05 1.586678218341936299e+05 8.849728338668942160e+04 1.449624334181701852e+04 -4.650886361143901740e+04 -8.090671266051987186e+04 -8.917440378810124821e+04 -7.602772462599883147e+04 -4.829097992376248294e+04 -1.624952106928718058e+04 1.007845351563747863e+04 2.430473123574174315e+04 2.787644882617270196e+04 2.334088136487303927e+04 1.337382495717735947e+04 9.033183705041320763e+02 -1.100619004662880434e+04 -1.928389450212701558e+04 -2.199667212488828227e+04 -2.046348524632255430e+04 -1.650804819084706469e+04 -1.194986933098178088e+04 -8.390265144694340052e+03 -6.023294194673129823e+03 -4.657644807039961961e+03 -4.088201126954707433e+03 -4.126355770131239296e+03 -4.589091670500562032e+03 -5.299842793929989966e+03 -6.084509251998873879e+03 -6.774838289194140998e+03 4.646442602774113038e+04 1.582218247311653977e+05 2.906780031842438621e+05 3.875844896041100728e+05 4.034694861669479287e+05 3.468876629272788414e+05 2.514767145709862525e+05 1.412913842005730839e+05 3.626222490370293235e+04 -4.762175995599030284e+04 -9.544614438248056103e+04 -1.029113859969243495e+05 -7.273234676069598936e+04 -1.753810194827922533e+04 4.478455712527671130e+04 9.325681083558128739e+04 1.167279488308256987e+05 1.126042397908604762e+05 8.494032286684708379e+04 4.478469802607965539e+04 3.500697720199282685e+03 -2.970079577605837767e+04 -4.744235584693247074e+04 -5.037916698890872067e+04 -4.160391992179724184e+04 -2.521864980132885830e+04 -6.959497393528381508e+03 7.624932445546299277e+03 1.506045534249303455e+04 1.637301917728928311e+04 1.321843237125768428e+04 7.292227191730300547e+03 2.232807767080948054e+02 -6.352485707208515123e+03 -1.079583412581230368e+04 -1.209418421865013988e+04 -1.102390492796076433e+04 -8.637011921209374123e+03 -5.984986291306146086e+03 -3.988560437567242388e+03 -2.734864354974569778e+03 -2.082122358495028493e+03 -1.882214306160988372e+03 -1.996031130581819980e+03 -2.302444243581908722e+03 -2.712111850997252532e+03 -3.140275283582208885e+03 -3.505166197046126854e+03
-1.028941650393270720e+04 1.439047158564612118e+03 2.820560449510700710e+04 6.751716170659819909e+04 1.037828795184818737e+05 1.223421257060213393e+05 1.227443790137149044e+05 1.083414107359102927e+05 8.165085518058821617e+04 4.462564378471473901e+04 3.268222184312401623e+03 -3.509823023337409541e+04 -6.045156989247983438e+04 -6.606504191223696398e+04 -4.976532664852058224e+04 -1.841842276354235219e+04 1.762632014952932514e+04 4.747882407128209888e+04 6.421588274312400608e+04 6.418669125505573902e+04 4.883010516768851812e+04 2.517012686504291923e+04 -5.479379892455269641e+01 -2.138176727299133563e+04 -3.348005498742187774e+04 -3.416835015795950312e+04 -2.688367090413294136e+04 -1.551743366009661440e+04 -3.403446130354045636e+03 7.066721248212378669e+03 1.366578281449626047e+04 1.465646403194411323e+04 1.124543758166939188e+04 5.641890582214668939e+03 6.068566055616756927e+01 -3.847518122016979305e+03 -6.075441239038521417e+03 -6.897772449846995187e+03 -6.563885826073063072e+03 -5.354913205180800105e+03 -3.632490746052150826e+03 -1.787750256598323404e+03 -1.897424332525194757e+02 7.833798170089805808e+02 9.573368326751365203e+02 5.448621986591571158e+02 -1.991417753790623806e+02 -1.027425867898357865e+03 -7.253685201240185961e+03 -2.709548207147328412e+03 1.157845840668783421e+04 3.399284845079171646e+04 5.405157345819335751e+04 6.336380674749701575e+04 6.291178862585571187e+04 5.521633504851970065e+04 4.137521819417527877e+04 2.178121433986231204e+04 -6.485595427302864664e+02 -2.173134514279841824e+04 -3.551627225946729595e+04 -3.802539577867899061e+04 -2.805555351330472331e+04 -9.790347062379336421e+03 1.075449470080922583e+04 2.740007131096623925e+04 3.633008557592717261e+04 3.570126444978907239e+04 2.652080785206752262e+04 1.288357936150153728e+04 -1.310672508428628817e+03 -1.303541889976087987e+04 -1.938911163883114205e+04 -1.925324194662532682e+04 -1.469077982871461427e+04 -8.013483309327208190e+03 -1.160414330647251063e+03 4.591344005131401900e+03 8.074992745973686397e+03 8.394606646594082122e+03 6.270110364512736851e+03 2.973016621423331344e+03 -2.219078722394255578e+02 -2.374364907740107810e+03 -3.516217446518995530e+03 -3.844656222109452756e+03 -3.543317289351160525e+03 -2.806513637071318499e+03 -1.831751144199098007e+03 -8.213120452790693662e+02 3.455946059290476313e+01 5.403403612717203259e+02 6.088795142199027168e+02 3.588064281834475651e+02 -6.892143905412299887e+01 -5.376319731627410192e+02
-1.181084674992143264e+05 -2.382675983904638852e+05 -3.564778163180822739e+05 -4.172975817314311280e+05 -3.891538234973979997e+05 -2.960969802888522390e+05 -1.758839874285167607e+05 -5.439333203010673606e+04 4.462564378471473901e+04 1.024885141939509194e+05 1.087671174953026930e+05 6.881524103095450846e+04 1.204380869302044204e+02 -7.268171703279041685e+04 -1.249511364366996131e+05 -1.405096432640254206e+05 -1.196610002077651152e+05 -7.372835161684842024e+04 -1.691882162849387169e+04 3.234037268989893346e+04 6.209483239664764551e+04 7.054388870473923453e+04 5.776670374990438722e+04 3.207872553298866114e+04 4.643495284426589933e+03 -1.645712699704667830e+04 -2.884494143516836630e+04 -3.099604200411327474e+04 -2.320984779098363651e+04 -1.010839277139581282e+04 3.127843741563802269e+03 1.195320049833745361e+04 1.601921449629745439e+04 1.636889748217549641e+04 1.404900053661205857e+04 1.010666168926288992e+04 5.542792988170423996e+03 1.310329226088018459e+03 -1.602165419856129802e+03 -2.419218096333112499e+03 -1.548513617303227193e+03 2.667248250967314789e+02 2.306880185262592022e+03 3.850784662974803268e+03 4.492909392937489429e+03 4.423932162707330463e+03 3.900939436537513757e+03 3.173838055953047387e+03 -4.163492772043606237e+04 -1.104323097144134663e+05 -1.794888198983646289e+05 -2.130481681294758164e+05 -1.951555443052113988e+05 -1.436049412974432926e+05 -7.979985097982954176e+04 -1.629934857168483359e+04 3.515600070081972081e+04 6.433147586763885920e+04 6.506118004006874980e+04 4.009878982152174285e+04 -4.474212963253179396e+02 -4.227046660465524474e+04 -7.126518872989287775e+04 -7.876299421027832432e+04 -6.555206479542898887e+04 -3.862168177330111212e+04 -6.282749664281997866e+03 2.103787308187229792e+04 3.677424607641310286e+04 4.029102900535498338e+04 3.197995710167346988e+04 1.672534378421081419e+04 9.803463045549683557e+02 -1.067744855527894288e+04 -1.713194687085951955e+04 -1.776414457044077062e+04 -1.291920934093911455e+04 -5.250313969883346545e+03 2.293103252912683729e+03 7.135451398454835726e+03 9.154917185266573142e+03 9.045057543842600353e+03 7.501812909907093854e+03 5.186247541615361115e+03 2.633058783280972875e+03 3.339434062731883159e+02 -1.199038356337108098e+03 -1.568906556453616531e+03 -1.012487543661087216e+03 5.329884977149873038e+01 1.225291537851622024e+03 2.099011888088050455e+03 2.449174005168368240e+03 2.389059563339879332e+03 2.069602733352578525e+03 1.637496564337961672e+03
