1.274040000000000068e-02 6.101717348604078870e+04 2.318357547094812981e+04
1.772479999999999889e-02 6.237500975078585907e+04 2.537065375582574779e+04
2.269840000000000052e-02 6.075775192038479145e+04 2.517501054767022288e+04
2.773139999999999980e-02 5.737345678756543202e+04 2.380355934922687811e+04
3.268650000000000028e-02 5.315484302694974031e+04 2.190752250388366519e+04
3.763539999999999941e-02 4.863265597296840133e+04 1.982015035594239453e+04
4.256469999999999698e-02 4.410429449406035565e+04 1.771821272140778092e+04
4.760169999999999679e-02 3.980194482737962244e+04 1.573958878000160803e+04
5.263290000000000329e-02 3.590069041625966202e+04 1.396968761449231170e+04
5.759249999999999786e-02 3.244602272925018769e+04 1.243000924169213977e+04
6.257790000000000574e-02 2.947927140288923329e+04 1.112397630936598216e+04
6.756700000000000206e-02 2.694453237926252768e+04 1.001704697223652693e+04
7.257710000000000550e-02 2.481289577578734679e+04 9.086464441367998006e+03
7.756970000000000531e-02 2.300918260825236212e+04 8.290449904509181579e+03
8.254620000000000013e-02 2.144863166958022339e+04 7.589731287750381853e+03
8.753080000000000582e-02 2.004690848616179210e+04 6.956324350020157908e+03
9.255860000000000476e-02 1.875987280805760747e+04 6.380349434466392267e+03
9.755500000000000282e-02 1.756361141499850419e+04 5.859428714090136964e+03
1.025439999999999963e-01 1.644826116852768246e+04 5.391251092298551157e+03
1.075419999999999987e-01 1.541630292494362220e+04 4.974003935219731829e+03
1.125489999999999963e-01 1.447621245183882456e+04 4.606627960102236102e+03
1.175469999999999987e-01 1.362027001290973749e+04 4.279550308697139371e+03
1.225470000000000032e-01 1.284429990718874978e+04 3.985096605681549136e+03
1.275390000000000135e-01 1.214128599513221343e+04 3.717105103070361565e+03
1.325169999999999959e-01 1.150238289512497613e+04 3.469470971193776677e+03
1.375210000000000043e-01 1.091684243534706002e+04 3.237302250572610774e+03
1.425200000000000078e-01 1.038233048032204351e+04 3.022803860553955474e+03
1.475339999999999985e-01 9.888646073929370687e+03 2.825448454524763747e+03
1.525440000000000129e-01 9.428757742841235086e+03 2.644120515261738547e+03
1.575380000000000114e-01 9.001715484294796624e+03 2.476411545418859532e+03
1.625389999999999890e-01 8.604576723051330191e+03 2.318682872781023889e+03
1.675339999999999885e-01 8.233148274274093637e+03 2.167266123729692936e+03
1.725319999999999909e-01 7.886112307078504273e+03 2.022446865951701511e+03
1.775309999999999944e-01 7.562263627277078740e+03 1.885617598575514648e+03
1.825279999999999958e-01 7.258820191324030930e+03 1.757503908581339829e+03
1.875209999999999932e-01 6.973187652463217091e+03 1.638216040450927721e+03
1.925179999999999947e-01 6.704316125765974903e+03 1.526591197113543558e+03
1.975089999999999901e-01 6.450772308456555038e+03 1.420969307451412078e+03
2.025180000000000036e-01 6.211437003531413211e+03 1.319824982543890656e+03
2.075180000000000080e-01 5.984370127250518635e+03 1.221424409119027814e+03
2.125160000000000105e-01 5.768484541155091392e+03 1.125022353672339705e+03
2.175130000000000119e-01 5.563576653641086523e+03 1.030461193566663496e+03
2.225090000000000123e-01 5.368606527232889675e+03 9.372151698828363351e+02
2.275169999999999970e-01 5.182685732279572221e+03 8.448222065459984833e+02
2.325190000000000035e-01 5.005000706346278093e+03 7.530073702706354197e+02
2.375259999999999871e-01 4.835125029683644243e+03 6.619704992785021886e+02
2.425229999999999886e-01 4.672631104749002589e+03 5.719472429094737436e+02
2.475189999999999890e-01 4.517045216431686640e+03 4.831526334827741493e+02
