1.000000000000000715e-02 1.857359340136826359e+04 1.319190278045704508e+04 1.114019877444387248e+03
1.125335582600766118e-02 1.938414938374954363e+04 1.375772782418816860e+04 1.160363093943346939e+03
1.266380173467403572e-02 2.004187032007340167e+04 1.421189600469785000e+04 1.196867244407413409e+03
1.425102670302998663e-02 2.050121816237654275e+04 1.452162947512976643e+04 1.220731148030209170e+03
1.603718743751331513e-02 2.071596277119155275e+04 1.465386964133497895e+04 1.229182182721199752e+03
1.804721766827172003e-02 2.064063903365381339e+04 1.457632240263339372e+04 1.219555879326759623e+03
2.030917620904737139e-02 2.024177129416970274e+04 1.426576738077578011e+04 1.190070610297155554e+03
2.285463864134991419e-02 1.949718859205732224e+04 1.370748344674672262e+04 1.139741512052484268e+03
2.571913809059346578e-02 1.842134162641077273e+04 1.291351810252732685e+04 1.069988539105067957e+03
2.894266124716753097e-02 1.705528833244516500e+04 1.191522320836198924e+04 9.839210767649611853e+02
3.257020655659784852e-02 1.549729897661040013e+04 1.078429423339417008e+04 8.879871955473843173e+02
3.665241237079629177e-02 1.387428036548451564e+04 9.612093076601107896e+03 7.901818130656031371e+02
4.124626382901354360e-02 1.233155888924695319e+04 8.499996821217866454e+03 6.987837651041289746e+02
4.641588833612782239e-02 1.100460553641457773e+04 7.540260442635691106e+03 6.209982915672976560e+02
5.223345074266844829e-02 9.955988318041770981e+03 6.770825886497674219e+03 5.590637566363047881e+02
5.878016072274914322e-02 9.140527274395706627e+03 6.155393256048781950e+03 5.094414817540067020e+02
6.614740641230153206e-02 8.385496607805727763e+03 5.577727478579307899e+03 4.636425333973157876e+02
7.443803013251693024e-02 7.464335190838006383e+03 4.900148642588053008e+03 4.138480496674588949e+02
8.376776400682922619e-02 6.289438435440511967e+03 4.088408231520128993e+03 3.610447895654569379e+02
9.426684551178854399e-02 5.073327560867948705e+03 3.288358499847404801e+03 3.155762573276043668e+02
1.060818355139448999e-01 4.168466899621698758e+03 2.692652183765089831e+03 2.840655355608390664e+02
1.193776641714437287e-01 3.654910421344246060e+03 2.308447994350715362e+03 2.603477068336103457e+02
1.343399332598900764e-01 3.204678525588253251e+03 1.963041212450400735e+03 2.397713320025868597e+02
1.511775070615662409e-01 2.583377793953161017e+03 1.589562069407796798e+03 2.287435168607181595e+02
1.701254279852589535e-01 2.071368842547144595e+03 1.292779402726275976e+03 2.215990425917807443e+02
1.914481976169959132e-01 1.776840806642279858e+03 1.062563632182801712e+03 2.088010587356654071e+02
2.154434690031884481e-01 1.455677355598104441e+03 8.703359542594315599e+02 2.039452731792208908e+02
2.424462017082328891e-01 1.179590061911041630e+03 7.131245652771430059e+02 1.993865112072111003e+02
2.728333376486768991e-01 9.835214446078116453e+02 5.739749821713844540e+02 1.924460182774726036e+02
3.070290629757851386e-01 7.959712173997686477e+02 4.695415882326714723e+02 1.868824251203264737e+02
3.455107294592220657e-01 6.551798175008138969e+02 3.730813720999109364e+02 1.798311032523104700e+02
3.888155180308088821e-01 5.309827120214858951e+02 2.967405154828657032e+02 1.716155674979457899e+02
4.375479375074186605e-01 4.312720896338842067e+02 2.288290268237027192e+02 1.627853149408057050e+02
4.923882631706741897e-01 3.467248663963323452e+02 1.702863188400445722e+02 1.526470746209383833e+02
5.541020330009495121e-01 2.760439187820356892e+02 1.191034624886331130e+02 1.417830148934352223e+02
6.235507341273914816e-01 2.163752999589837600e+02 7.392028071805962952e+01 1.303999472506046402e+02
7.017038286703829453e-01 1.658060021412484275e+02 3.402758395967049410e+01 1.187850044322425731e+02
7.896522868499730174e-01 1.227131577460681910e+02 -1.265761257770577020e+00 1.071988522715221563e+02
8.886238162743401725e-01 8.582867655375730465e+01 -3.225578276662610477e+01 9.585010525056725328e+01
1.000000000000000000e+00 5.426127957297649118e+01 -5.907964453176726494e+01 8.496161767947954502e+01
