1.000000000000000715e-02 1.755843728450622802e+04 1.209613103555982525e+04 9.911245756152090962e+02
1.125335582600766118e-02 1.832586427649291727e+04 1.261668345856263841e+04 1.032560485263370992e+03
1.266380173467403572e-02 1.894909793661287767e+04 1.303536899258086305e+04 1.065306634603276279e+03
1.425102670302998663e-02 1.938516696532835340e+04 1.332223815371821365e+04 1.086881866870018712e+03
1.603718743751331513e-02 1.959038825025075857e+04 1.344702887039444431e+04 1.094823256945282765e+03
1.804721766827172003e-02 1.952175841939469683e+04 1.338013120036435066e+04 1.086758116332612644e+03
2.030917620904737139e-02 1.914757771271386810e+04 1.310018686765646271e+04 1.061087327228786535e+03
2.285463864134991419e-02 1.844680403500075408e+04 1.259356720563415183e+04 1.016911792945500679e+03
2.571913809059346578e-02 1.743293478208310262e+04 1.187106983261976347e+04 9.554549934595581817e+02
2.894266124716753097e-02 1.614457993876046021e+04 1.096112821597767106e+04 8.794357690213422529e+02
3.257020655659784852e-02 1.467445302305416044e+04 9.929210453209880143e+03 7.945503816413175855e+02
3.665241237079629177e-02 1.314239645132406804e+04 8.858920062745664836e+03 7.078842923827885443e+02
4.124626382901354360e-02 1.168594482896517366e+04 7.843496707830911873e+03 6.268372332695230398e+02
4.641588833612782239e-02 1.043350178671968752e+04 6.968133910526844375e+03 5.578890771084996913e+02
5.223345074266844829e-02 9.444813889142254993e+03 6.268585684518753624e+03 5.031388028146852776e+02
5.878016072274914322e-02 8.677660237028247138e+03 5.712135513610417547e+03 4.594656935722441631e+02
6.614740641230153206e-02 7.968303198880657874e+03 5.191062776635837508e+03 4.191091192731611841e+02
7.443803013251693024e-02 7.100477110476498638e+03 4.575435767359145757e+03 3.746221505201358468e+02
8.376776400682922619e-02 5.988618616567100617e+03 3.829729510872830360e+03 3.264691075011178327e+02
9.426684551178854399e-02 4.833712163956317454e+03 3.088724094929667444e+03 2.841578791552933012e+02
1.060818355139448999e-01 3.974128091577700616e+03 2.537544216944026630e+03 2.546058953777917679e+02
1.193776641714437287e-01 3.490598926849388590e+03 2.189392567731126292e+03 2.328634584111530899e+02
1.343399332598900764e-01 3.068003971168633143e+03 1.876937500784739086e+03 2.137260819898079944e+02
1.511775070615662409e-01 2.474831346754339393e+03 1.526170556332990145e+03 2.021234809252741798e+02
1.701254279852589535e-01 1.984403368951112498e+03 1.246020178735225500e+03 1.942195115466554114e+02
1.914481976169959132e-01 1.708159126376216591e+03 1.036682644825086300e+03 1.816976323775930666e+02
2.154434690031884481e-01 1.401383649368162878e+03 8.554595223426134680e+02 1.761205913792957176e+02
2.424462017082328891e-01 1.136492847295709907e+03 7.065049147576672794e+02 1.711777734943877078e+02
2.728333376486768991e-01 9.512667452509485884e+02 5.767457166703900384e+02 1.638925914947624847e+02
3.070290629757851386e-01 7.710370103636960266e+02 4.773521783107925671e+02 1.584833714253149992e+02
3.455107294592220657e-01 6.376089584395249403e+02 3.863979171390450347e+02 1.515996545746724564e+02
3.888155180308088821e-01 5.189439076494145411e+02 3.143192521676537012e+02 1.441736655097762991e+02
4.375479375074186605e-01 4.243842754911283919e+02 2.501562404613119099e+02 1.362934704985602821e+02
4.923882631706741897e-01 3.443337646027757728e+02 1.952269820817476216e+02 1.274794135218997013e+02
5.541020330009495121e-01 2.776736900166069972e+02 1.473613495026864655e+02 1.181595094457562567e+02
6.235507341273914816e-01 2.216796456330575893e+02 1.052866404050347171e+02 1.084657390123206824e+02
7.017038286703829453e-01 1.744724632538473088e+02 6.825477942483398408e+01 9.863220303137016742e+01
7.896522868499730174e-01 1.344827180013626275e+02 3.557064192752350351e+01 8.886962200975465009e+01
8.886238162743401725e-01 1.004547762224801772e+02 6.895175851226087893e+00 7.934781240283059844e+01
1.000000000000000000e+00 7.149313092525972024e+01 -1.797422905836765139e+01 7.024537778642182673e+01
